,ticket_id,probability
0,284932,0.6748514160538072
1,285362,0.19596193283482813
2,285361,0.669904319400458
3,285338,0.6748514160538072
4,285346,0.669904319400458
5,285345,0.6748514160538072
6,285347,0.6620269345743761
7,285342,0.675007942788528
8,285530,0.19596193283482813
9,284989,0.601243911569684
10,285344,0.6620269345743761
11,285343,0.19596193283482813
12,285340,0.19596193283482813
13,285341,0.6620269345743761
14,285349,0.669904319400458
15,285348,0.6748514160538072
16,284991,0.601243911569684
17,285532,0.601243911569684
18,285406,0.601243911569684
19,285001,0.601243911569684
20,285006,0.19596193283482813
21,285405,0.19596193283482813
22,285337,0.601243911569684
23,285496,0.6620269345743761
24,285497,0.6748514160538072
25,285378,0.19596193283482813
26,285589,0.601243911569684
27,285585,0.6748514160538072
28,285501,0.669904319400458
29,285581,0.19596193283482813
30,285583,0.6748514160538072
31,285372,0.19596193283482813
32,285470,0.6620269345743761
33,285475,0.6620269345743761
34,285370,0.19596193283482813
35,285503,0.6620269345743761
36,285502,0.19596193283482813
37,285411,0.601243911569684
38,285498,0.6611271656847988
39,285414,0.601243911569684
40,285484,0.6748514160538072
41,285499,0.6620269345743761
42,285419,0.6748514160538072
43,288210,0.675007942788528
44,285351,0.6687446819928969
45,288200,0.6748514160538072
46,285353,0.669904319400458
47,285364,0.6620269345743761
48,288206,0.675007942788528
49,288135,0.6748514160538072
50,285366,0.6620269345743761
51,288174,0.6748514160538072
52,288068,0.6748514160538072
53,288140,0.675007942788528
54,285434,0.669904319400458
55,288072,0.6748514160538072
56,288213,0.6748514160538072
57,285428,0.6748514160538072
58,288167,0.675007942788528
59,288145,0.6748514160538072
60,285367,0.19596193283482813
61,285422,0.6748514160538072
62,285505,0.6620269345743761
63,285425,0.19596193283482813
64,292482,0.6720024660466756
65,292484,0.19596193283482813
66,292481,0.6720024660466756
67,292483,0.19596193283482813
68,288137,0.6748514160538072
69,285408,0.6748514160538072
70,285427,0.19596193283482813
71,285359,0.6748514160538072
72,288216,0.6748514160538072
73,288214,0.675007942788528
74,285546,0.601243911569684
75,285549,0.6620269345743761
76,285595,0.601243911569684
77,285594,0.6620269345743761
78,285357,0.6748514160538072
79,288163,0.675007942788528
80,288220,0.6748514160538072
81,285416,0.6748514160538072
82,285421,0.601243911569684
83,285678,0.601243911569684
84,288148,0.6748514160538072
85,285358,0.601243911569684
86,285573,0.6620269345743761
87,285543,0.669904319400458
88,285571,0.601243911569684
89,288157,0.675007942788528
90,285591,0.6748514160538072
91,285128,0.601243911569684
92,285679,0.6687446819928969
93,288224,0.675007942788528
94,285384,0.6424239673277158
95,285671,0.669904319400458
96,285672,0.601243911569684
97,285560,0.6620269345743761
98,285558,0.601243911569684
99,285857,0.601243911569684
100,285356,0.6620269345743761
101,285431,0.6748514160538072
102,285382,0.19596193283482813
103,285355,6.478507825966507e-08
104,286295,0.6720024660466756
105,285429,0.601243911569684
106,285554,0.6620269345743761
107,285552,0.601243911569684
108,285948,0.601243911569684
109,285446,0.6620269345743761
110,285441,0.6611271656847988
111,285391,0.19596193283482813
112,285859,0.6748514160538072
113,285371,0.19596193283482813
114,285388,0.19596193283482813
115,285858,0.6748514160538072
116,285951,0.6748514160538072
117,286073,0.601243911569684
118,286068,0.6748514160538072
119,285436,0.6620269345743761
120,286079,0.6748514160538072
121,285953,0.601243911569684
122,285439,0.6620269345743761
123,285731,0.6748514160538072
124,288096,0.6748514160538072
125,285461,0.6216074185891682
126,285468,0.19596193283482813
127,285868,0.601243911569684
128,285415,0.6748514160538072
129,285963,0.19596193283482813
130,285438,0.601243911569684
131,285698,0.19596193283482813
132,285700,0.6724776677688067
133,285711,0.6724776677688067
134,285709,0.19596193283482813
135,285390,0.6748514160538072
136,285854,0.6748514160538072
137,285873,0.6424239673277158
138,288077,0.6748514160538072
139,285437,0.6748514160538072
140,288082,0.6748514160538072
141,285600,0.6620269345743761
142,285598,0.19596193283482813
143,285510,0.6687446819928969
144,286462,0.675007942788528
145,285603,0.6748514160538072
146,285667,0.19596193283482813
147,285721,0.6620269345743761
148,285719,0.6748514160538072
149,285511,0.6620269345743761
150,285506,0.6620269345743761
151,285602,0.669904319400458
152,285601,0.19596193283482813
153,288090,0.6748514160538072
154,285398,0.6748514160538072
155,288094,0.6748514160538072
156,285599,0.19596193283482813
157,285409,0.6748514160538072
158,285507,0.6620269345743761
159,285728,0.675007942788528
160,285855,0.19596193283482813
161,285989,0.669904319400458
162,285703,6.478507825966507e-08
163,285706,0.6724776677688067
164,285397,0.601243911569684
165,285686,0.19596193283482813
166,285682,0.19596193283482813
167,285688,0.669904319400458
168,285404,0.601243911569684
169,285417,0.19596193283482813
170,285413,0.6748514160538072
171,285435,0.6748514160538072
172,285407,0.6748514160538072
173,286290,0.6720024660466756
174,286291,0.4257995311542067
175,285410,0.6748514160538072
176,285509,0.6620269345743761
177,285376,0.601243911569684
178,285891,0.675007942788528
179,285964,0.19596193283482813
180,286088,0.669904319400458
181,288289,0.6748514160538072
182,285794,0.6748514160538072
183,286143,0.6724776677688067
184,288097,0.6748514160538072
185,286145,0.6620269345743761
186,285471,0.601243911569684
187,286455,0.6748514160538072
188,288247,0.675007942788528
189,286097,0.6748514160538072
190,285789,0.601243911569684
191,285400,0.6748514160538072
192,285788,0.601243911569684
193,285856,0.19596193283482813
194,286096,0.6748514160538072
195,288296,0.6748514160538072
196,285401,0.19596193283482813
197,288098,0.675007942788528
198,288299,0.6748514160538072
199,288099,0.6748514160538072
200,288105,0.6748514160538072
201,285792,0.6620269345743761
202,285791,0.601243911569684
203,288139,0.6748514160538072
204,285984,0.6748514160538072
205,285793,0.19596193283482813
206,285786,0.601243911569684
207,288102,0.6748514160538072
208,286075,0.6748514160538072
209,286069,0.6748514160538072
210,286066,0.601243911569684
211,286078,0.601243911569684
212,285941,0.669904319400458
213,286070,0.19596193283482813
214,285402,0.601243911569684
215,285979,0.669904319400458
216,285433,6.478507825966507e-08
217,285805,0.6620269345743761
218,286028,0.669904319400458
219,285383,0.6748514160538072
220,286071,0.6748514160538072
221,285395,0.601243911569684
222,285334,0.6748514160538072
223,285399,0.601243911569684
224,288136,0.675007942788528
225,286296,0.6720024660466756
226,286297,0.4257995311542067
227,286299,0.601243911569684
228,288152,0.6748514160538072
229,288302,0.6748514160538072
230,286067,0.6748514160538072
231,288146,0.675007942788528
232,285876,0.6748514160538072
233,288310,0.675007942788528
234,285944,0.6748514160538072
235,285500,0.6748514160538072
236,288191,0.6748514160538072
237,288306,0.6748514160538072
238,288176,0.6748514160538072
239,288185,0.6748514160538072
240,286150,0.6748514160538072
241,288308,0.6748514160538072
242,286157,0.19596193283482813
243,288168,0.6748514160538072
244,286148,0.6748514160538072
245,285971,0.675007942788528
246,288209,0.6748514160538072
247,285871,0.6424239673277158
248,285870,0.6424239673277158
249,286203,0.6748514160538072
250,285939,0.19596193283482813
251,285946,0.6748514160538072
252,285932,0.675007942788528
253,285997,0.19596193283482813
254,285949,0.6748514160538072
255,285664,0.6620269345743761
256,286206,0.6748514160538072
257,285972,0.6748514160538072
258,286000,0.601243911569684
259,288204,0.6748514160538072
260,288513,0.6748514160538072
261,288223,0.6748514160538072
262,286125,0.6748514160538072
263,286213,0.6620269345743761
264,286121,6.478507825966507e-08
265,285909,0.601243911569684
266,286112,0.19596193283482813
267,288538,0.6748514160538072
268,288225,0.675007942788528
269,286132,0.6748514160538072
270,288219,0.675007942788528
271,288217,0.6748514160538072
272,288540,0.6748514160538072
273,286133,0.669904319400458
274,285860,0.19596193283482813
275,286396,0.601243911569684
276,285852,0.6748514160538072
277,286129,0.6748514160538072
278,286761,0.601243911569684
279,286124,6.478507825966507e-08
280,288222,0.6748514160538072
281,285853,6.478507825966507e-08
282,286149,0.6748514160538072
283,288233,0.6748514160538072
284,286173,0.6748514160538072
285,285892,0.6620269345743761
286,285889,0.19596193283482813
287,285894,0.6620269345743761
288,285893,0.6748514160538072
289,285890,0.19596193283482813
290,286472,0.6748514160538072
291,285905,0.6620269345743761
292,285904,0.601243911569684
293,288226,0.6748514160538072
294,286174,0.601243911569684
295,285887,0.19596193283482813
296,288230,0.6748514160538072
297,285898,0.6748514160538072
298,285900,0.6620269345743761
299,285899,0.669904319400458
300,286158,0.6748514160538072
301,285879,0.19596193283482813
302,285907,0.6748514160538072
303,285945,0.6748514160538072
304,287005,0.669904319400458
305,285881,0.19596193283482813
306,286483,0.601243911569684
307,286473,0.6748514160538072
308,288228,0.6748514160538072
309,286471,0.6748514160538072
310,285888,0.669904319400458
311,288229,0.675007942788528
312,286156,0.601243911569684
313,285801,0.19596193283482813
314,286190,0.6748514160538072
315,286140,0.601243911569684
316,285883,0.19596193283482813
317,286030,0.669904319400458
318,285910,0.6620269345743761
319,285908,0.6748514160538072
320,285901,0.6620269345743761
321,285902,0.6748514160538072
322,285903,0.6620269345743761
323,286332,0.6620269345743761
324,288542,0.6748514160538072
325,286027,0.601243911569684
326,288418,0.6620269345743761
327,288419,0.6748514160538072
328,288235,0.6748514160538072
329,286955,0.675007942788528
330,288417,0.6424239673277158
331,286957,0.6611271656847988
332,286953,0.601243911569684
333,286115,0.6611271656847988
334,288405,0.6620269345743761
335,286130,0.601243911569684
336,286172,0.6748514160538072
337,286114,0.6620269345743761
338,286170,0.6748514160538072
339,286167,0.6620269345743761
340,286166,0.6620269345743761
341,286168,0.6748514160538072
342,286186,0.19596193283482813
343,286175,0.6748514160538072
344,286956,0.6748514160538072
345,288398,0.6748514160538072
346,288400,0.6620269345743761
347,286997,0.669904319400458
348,286996,0.6611271656847988
349,288244,0.675007942788528
350,286128,0.6620269345743761
351,286105,0.675007942788528
352,288412,0.6620269345743761
353,288236,0.675007942788528
354,288234,0.6748514160538072
355,288241,0.6748514160538072
356,286176,0.19596193283482813
357,286169,0.601243911569684
358,286107,0.6748514160538072
359,288402,0.6620269345743761
360,288401,0.6620269345743761
361,288407,0.6611271656847988
362,288411,0.6611271656847988
363,286188,0.6620269345743761
364,286187,0.601243911569684
365,285806,0.669904319400458
366,285807,0.6687446819928969
367,285809,0.669904319400458
368,286209,0.601243911569684
369,286212,0.669904319400458
